Reference Quarter,Project Name,Postal District,25th Percentile ($ PSF per month),Median ($ PSF per month),75th Percentile ($ PSF per month)
2021Q2,368 THOMSON,11,2.99,3.4,3.48
2021Q2,38 I SUITES,15,3.57,3.97,4.17
2021Q2,6 DERBYSHIRE,11,4.19,4.51,4.76
2021Q2,7 ON CHAPEL,15,3.95,4.23,4.44
2021Q2,76 SHENTON,2,4.9,5.21,5.41
2021Q2,8 @ MOUNT SOPHIA,9,3.61,3.83,4.06
2021Q2,8 SAINT THOMAS,9,6.18,6.97,7.27
2021Q2,8@WOODLEIGH,13,3.28,3.39,3.64
2021Q2,A TREASURE TROVE,19,2.53,2.68,2.93
2021Q2,AALTO,15,3.43,3.5,3.76
2021Q2,ADAM PARK CONDOMINIUM,11,2.58,2.92,3.27
2021Q2,ADRIA,11,4.08,4.29,4.45
2021Q2,AIRSTREAM,12,3.76,4.01,4.12
2021Q2,ALEX RESIDENCES,3,4.65,5.24,5.48
2021Q2,ALEXIS,3,3.52,4.84,5.27
2021Q2,ALLSWORTH PARK,10,2.35,2.42,2.83
2021Q2,ALTEZ,2,5.63,6.03,6.64
2021Q2,AMARYLLIS VILLE,11,3.91,4.04,4.2
2021Q2,AMBER 45,15,5.0,5.05,5.25
2021Q2,AMBER SKYE,15,3.62,3.75,4.03
2021Q2,AMBERGLADES,15,2.85,2.95,3.08
2021Q2,AQUARIUS BY THE PARK,16,2.34,2.45,2.61
2021Q2,ARCHIPELAGO,16,2.88,3.0,3.28
2021Q2,ARDMORE PARK,10,4.43,4.68,4.85
2021Q2,ARDMORE RESIDENCE,10,6.28,6.59,6.83
2021Q2,ARTRA,3,5.0,5.35,5.6
2021Q2,ASCENTIA SKY,3,3.81,4.02,4.25
2021Q2,ASPEN HEIGHTS,9,3.24,3.47,3.57
2021Q2,ASTORIA PARK,14,2.78,3.0,3.22
2021Q2,ASTRID MEADOWS,10,2.98,3.22,3.41
2021Q2,AVANT RESIDENCES,14,4.36,4.52,4.54
2021Q2,AVILA GARDENS,17,2.02,2.15,2.53
2021Q2,AVON PARK,13,2.24,2.39,2.54
2021Q2,AZALEA PARK CONDOMINIUM,17,1.8,1.87,2.11
2021Q2,BALESTIER POINT,12,1.9,2.17,2.28
2021Q2,BALLOTA PARK CONDOMINIUM,17,1.7,1.82,1.9
2021Q2,BARTLEY RESIDENCES,19,3.01,3.39,4.32
2021Q2,BARTLEY RIDGE,13,3.1,3.39,4.11
2021Q2,BAYSHORE PARK,16,2.35,2.55,2.67
2021Q2,BEACON HEIGHTS,12,2.67,2.92,3.22
2021Q2,BEDOK COURT,16,1.55,1.58,1.76
2021Q2,BEDOK RESIDENCES,16,3.57,3.97,4.3
2021Q2,BELLE VUE RESIDENCES,9,3.32,3.97,4.32
2021Q2,BELMOND GREEN,10,3.11,3.23,3.58
2021Q2,BIJOU,5,4.74,4.91,5.35
2021Q2,BISHAN 8,20,2.73,2.83,2.9
2021Q2,BLISS@KOVAN,19,2.72,2.83,3.3
2021Q2,BLOSSOMS @ WOODLEIGH,13,2.9,2.99,3.15
2021Q2,BLUE HORIZON,5,2.89,3.01,3.09
2021Q2,BOATHOUSE RESIDENCES,19,2.65,2.96,3.11
2021Q2,BOTANIQUE AT BARTLEY,19,3.79,4.04,4.25
2021Q2,BOTANNIA,5,2.64,2.79,3.13
2021Q2,BULLION PARK,26,2.07,2.48,2.69
2021Q2,BURLINGTON SQUARE,7,3.67,3.81,3.95
2021Q2,CAIRNHILL CREST,9,3.61,3.82,4.04
2021Q2,CAIRNHILL NINE,9,6.03,6.73,7.13
2021Q2,CAIRNHILL PLAZA,9,2.16,2.3,2.48
2021Q2,CAIRNHILL RESIDENCES,9,4.05,4.21,4.68
2021Q2,CAPE ROYALE,4,3.95,4.34,4.55
2021Q2,CARABELLE,5,2.74,2.95,3.32
2021Q2,CARDIFF RESIDENCE,19,3.61,4.29,4.49
2021Q2,CARIBBEAN AT KEPPEL BAY,4,4.01,4.36,4.53
2021Q2,CARISSA PARK CONDOMINIUM,17,1.9,2.04,2.16
2021Q2,CASA AERATA,14,3.46,3.65,3.77
2021Q2,CASA CAMBIO,19,3.75,4.18,4.36
2021Q2,CASA FORTUNA,12,2.89,3.6,4.1
2021Q2,CASA MERAH,16,2.72,2.95,3.02
2021Q2,CASABLANCA,25,2.27,2.36,2.55
2021Q2,CASHEW HEIGHTS CONDOMINIUM,23,1.69,1.84,1.95
2021Q2,CASPIAN,22,2.73,3.1,3.25
2021Q2,CASTLE GREEN,26,2.22,2.3,2.45
2021Q2,CAVAN SUITES,8,5.0,5.42,5.77
2021Q2,CAVENAGH GARDENS,9,2.34,2.53,2.72
2021Q2,CAVENDISH PARK,21,2.49,2.61,2.81
2021Q2,CENTENNIA SUITES,9,4.44,4.49,4.69
2021Q2,CENTRA HEIGHTS,14,4.1,4.35,4.65
2021Q2,CENTRA RESIDENCE,14,2.57,4.09,4.72
2021Q2,CENTRAL GREEN CONDOMINIUM,3,3.1,3.25,3.64
2021Q2,CENTRAL GROVE,14,2.56,2.59,2.67
2021Q2,CENTRAL IMPERIAL,14,3.08,3.56,4.29
2021Q2,CENTRO RESIDENCES,20,3.3,3.51,3.67
2021Q2,CHANGI COURT,16,2.16,2.37,2.63
2021Q2,CHANGI GREEN,16,2.16,2.24,2.43
2021Q2,CHANGI RISE CONDOMINIUM,18,2.19,2.26,2.35
2021Q2,CHANTILLY RISE,23,1.95,2.04,2.18
2021Q2,CHILTERN PARK,19,2.42,2.57,2.81
2021Q2,CHUAN PARK,19,2.05,2.09,2.39
2021Q2,CITY GATE,7,3.43,5.09,5.69
2021Q2,CITY SQUARE RESIDENCES,8,3.3,3.48,3.94
2021Q2,CITYLIGHTS,8,3.89,4.24,4.73
2021Q2,CITYSCAPE @FARRER PARK,8,2.87,3.11,3.21
2021Q2,CLEMENTI PARK,21,1.99,2.05,2.26
2021Q2,CLEMENTIWOODS CONDOMINIUM,5,3.02,3.2,3.37
2021Q2,CLIVEDEN AT GRANGE,10,4.13,4.32,4.43
2021Q2,CLOVER BY THE PARK,20,2.86,2.95,3.14
2021Q2,COCO PALMS,18,3.16,3.32,3.67
2021Q2,COMMONWEALTH TOWERS,3,4.76,5.14,5.44
2021Q2,COMPASS HEIGHTS,19,2.16,2.28,2.46
2021Q2,CONCOURSE SKYLINE,7,4.39,4.61,4.82
2021Q2,CORALIS,15,3.79,4.34,4.47
2021Q2,CORALS AT KEPPEL BAY,4,4.5,5.14,5.26
2021Q2,COSTA DEL SOL,16,2.91,3.12,3.24
2021Q2,COSTA RHU,15,2.95,3.04,3.28
2021Q2,COTE D'AZUR,15,2.98,3.19,3.33
2021Q2,CRADELS,12,3.63,4.31,4.65
2021Q2,CUBE 8,11,3.5,3.92,4.38
2021Q2,CUSCADEN RESIDENCES,10,3.79,3.89,4.03
2021Q2,CYAN,10,3.82,3.99,4.2
2021Q2,D'LEEDON,10,3.72,4.01,4.56
2021Q2,D'NEST,18,2.86,3.19,3.69
2021Q2,DAHLIA PARK CONDOMINIUM,17,1.89,1.97,2.06
2021Q2,DAKOTA RESIDENCES,14,3.35,3.6,3.81
2021Q2,DE ROYALE,12,2.6,2.65,2.85
2021Q2,DEVONSHIRE RESIDENCES,9,5.05,5.59,6.33
2021Q2,DOMAIN 21,3,4.21,4.34,4.43
2021Q2,DOMUS,12,3.7,4.22,4.43
2021Q2,DORSETT RESIDENCES,2,4.91,5.37,5.92
2021Q2,DOUBLE BAY RESIDENCES,18,2.81,2.91,3.07
2021Q2,DOVER PARKVIEW,5,2.98,3.1,3.2
2021Q2,DRAYCOTT EIGHT,10,4.32,5.01,5.23
2021Q2,DUCHESS CREST,10,3.2,3.35,3.62
2021Q2,DUCHESS RESIDENCES,10,3.31,3.34,3.41
2021Q2,DUO RESIDENCES,7,5.42,5.75,6.1
2021Q2,EAST MEADOWS,16,2.43,2.52,2.65
2021Q2,EAST VILLAGE,16,2.01,3.42,4.03
2021Q2,EASTERN LAGOON,15,2.35,2.63,2.92
2021Q2,EASTPOINT GREEN,18,2.38,2.53,2.68
2021Q2,EASTWOOD REGENCY,16,3.62,3.81,4.07
2021Q2,ECHELON,3,4.65,4.99,5.33
2021Q2,ECO,16,3.15,3.34,3.55
2021Q2,ECO SANCTUARY,23,2.86,3.14,3.4
2021Q2,EDELWEISS PARK CONDOMINIUM,17,2.02,2.3,2.47
2021Q2,EIGHT COURTYARDS,27,2.45,2.61,2.91
2021Q2,EIGHT RIVERSUITES,12,3.47,4.15,4.87
2021Q2,ELIAS GREEN,18,1.76,1.84,2.04
2021Q2,ELIZABETH TOWER,9,2.05,2.35,2.5
2021Q2,EMERALD GARDEN,1,3.37,3.57,3.85
2021Q2,EMERALD PARK,3,2.82,2.99,3.24
2021Q2,EON SHENTON,2,5.42,5.85,6.41
2021Q2,ESPADA,9,4.81,6.1,6.64
2021Q2,ESTELLA GARDENS,17,1.83,1.99,2.35
2021Q2,EUHABITAT,14,3.1,3.61,3.79
2021Q2,FABER GARDEN CONDOMINIUM,20,1.64,1.7,1.77
2021Q2,FAR HORIZON GARDENS,20,1.7,1.74,1.81
2021Q2,FENG LAI MANSION,14,2.71,2.99,2.99
2021Q2,FERNWOOD TOWERS,15,1.86,2.09,2.26
2021Q2,FERRARIA PARK CONDOMINIUM,17,2.14,2.3,2.5
2021Q2,FLAMINGO VALLEY,15,2.93,3.18,3.67
2021Q2,FLO RESIDENCE,19,2.6,2.77,3.02
2021Q2,FLORIDIAN,21,3.41,3.66,3.81
2021Q2,FORESQUE RESIDENCES,23,2.47,2.7,2.97
2021Q2,FOREST WOODS,19,4.17,4.28,4.55
2021Q2,FORTE SUITES,8,4.19,4.4,4.73
2021Q2,FOUR SEASONS PARK,10,3.81,3.93,4.14
2021Q2,FULCRUM,15,4.28,4.86,5.07
2021Q2,GEM RESIDENCES,12,3.45,4.3,4.75
2021Q2,GILSTEAD TWO,11,3.94,4.13,4.2
2021Q2,GLENDALE PARK,23,2.07,2.32,2.52
2021Q2,GLOUCESTER MANSIONS,11,3.18,3.23,3.5
2021Q2,GOLDENHILL PARK CONDOMINIUM,20,2.97,3.03,3.18
2021Q2,GRAMERCY PARK,10,4.39,4.65,5.33
2021Q2,GRANDEUR 8,20,2.48,2.61,2.79
2021Q2,GRANDEUR PARK RESIDENCES,16,4.19,4.5,4.82
2021Q2,GRANGE RESIDENCES,10,4.13,4.61,4.83
2021Q2,GUILIN VIEW,23,2.22,2.47,2.64
2021Q2,GUILLEMARD EDGE,14,3.93,4.19,4.35
2021Q2,H2O RESIDENCES,28,2.49,2.55,2.71
2021Q2,HAIG 162,15,3.94,4.5,5.07
2021Q2,HAIG COURT,15,2.63,2.77,3.0
2021Q2,HARBOURLIGHTS,4,2.98,3.17,3.36
2021Q2,HAWAII TOWER,15,1.79,1.83,1.93
2021Q2,HAZEL PARK CONDOMINIUM,23,1.87,2.02,2.37
2021Q2,HEDGES PARK CONDOMINIUM,17,2.5,2.87,3.51
2021Q2,HELIOS RESIDENCES,9,4.29,4.79,4.88
2021Q2,HERITAGE EAST,15,3.52,4.41,4.52
2021Q2,HERITAGE VIEW,5,3.29,3.35,3.51
2021Q2,HIGH PARK RESIDENCES,28,3.06,3.54,4.04
2021Q2,HIGH STREET CENTRE,6,5.3,7.71,8.61
2021Q2,HIGHLINE RESIDENCES,3,5.42,5.79,6.14
2021Q2,HILLBROOKS,23,1.96,2.02,2.19
2021Q2,HILLCREST ARCADIA,11,2.21,2.28,2.73
2021Q2,HILLINGTON GREEN,23,2.06,2.17,2.32
2021Q2,HILLION RESIDENCES,23,3.66,4.16,4.43
2021Q2,HILLSTA,23,2.99,3.41,3.65
2021Q2,HILLVIEW GREEN,21,2.07,2.21,2.59
2021Q2,HILLVIEW HEIGHTS,23,2.2,2.47,2.65
2021Q2,HILLVIEW REGENCY,23,2.32,2.41,2.55
2021Q2,HOLLAND GEMS,10,2.68,2.76,2.91
2021Q2,HORIZON TOWERS,9,2.41,2.52,2.57
2021Q2,HUME PARK I,21,1.93,2.19,2.34
2021Q2,HUNDRED TREES,5,3.15,3.29,3.5
2021Q2,ICON,2,4.48,4.99,5.45
2021Q2,ILLUMINAIRE ON DEVONSHIRE,9,5.04,5.32,5.63
2021Q2,INTERNATIONAL PLAZA,2,2.81,3.07,3.3
2021Q2,J GATEWAY,22,4.43,4.84,5.17
2021Q2,JADE RESIDENCES,19,3.15,3.55,3.72
2021Q2,JARDIN,21,3.08,3.32,3.44
2021Q2,JEWEL @ BUANGKOK,19,2.83,3.14,3.42
2021Q2,KALLANG RIVERSIDE,12,4.54,4.71,4.99
2021Q2,KAP RESIDENCES,21,3.63,3.9,4.07
2021Q2,KASTURINA LODGE,10,3.35,3.64,3.76
2021Q2,KATONG REGENCY,15,3.58,4.3,4.56
2021Q2,KENSINGTON PARK CONDOMINIUM,19,1.93,2.16,2.23
2021Q2,KENSINGTON SQUARE,19,3.01,3.26,3.59
2021Q2,KERRISDALE,8,2.96,3.02,3.19
2021Q2,KIM SIA COURT,9,2.43,2.67,2.91
2021Q2,KINGSFORD . HILLVIEW PEAK,23,3.31,3.6,3.77
2021Q2,KINGSFORD WATERBAY,19,3.05,3.39,3.72
2021Q2,KOVAN MELODY,19,2.71,2.82,3.06
2021Q2,KOVAN REGENCY,19,3.05,3.23,3.72
2021Q2,KOVAN RESIDENCES,19,2.73,2.93,3.2
2021Q2,L'VIV,11,4.57,4.74,4.95
2021Q2,LA BRISA,14,4.06,4.26,4.43
2021Q2,LA CRYSTAL,9,3.2,3.42,3.72
2021Q2,LA FIESTA,19,3.05,3.32,3.86
2021Q2,LA FLEUR,14,3.84,4.05,4.22
2021Q2,LAKE GRANDE,22,3.61,4.24,4.65
2021Q2,LAKEPOINT CONDOMINIUM,22,1.54,1.64,1.65
2021Q2,LAKEVILLE,22,3.28,3.61,3.94
2021Q2,LANDBAY CONDOMINIUM,16,2.53,2.77,3.03
2021Q2,LE CRESCENDO,14,2.53,2.64,2.76
2021Q2,LE QUEST,23,3.87,4.24,4.65
2021Q2,LE REGAL,14,3.81,4.1,4.37
2021Q2,LEEDON RESIDENCE,10,4.22,4.5,4.79
2021Q2,LEONIE CONDOTEL,9,3.18,3.25,3.29
2021Q2,LEONIE GARDENS,9,2.6,2.76,2.96
2021Q2,LINCOLN SUITES,11,4.09,4.75,5.4
2021Q2,LIVIA,18,2.11,2.35,2.53
2021Q2,LLOYD SIXTYFIVE,9,5.19,5.48,5.91
2021Q2,LOFT @ NATHAN,10,4.31,4.69,4.87
2021Q2,LOFT@HOLLAND,10,5.95,7.43,8.28
2021Q2,LOTUS AT PAYA LEBAR (EAST WING),14,3.28,4.18,4.86
2021Q2,LOYANG VALLEY,17,1.64,1.77,1.94
2021Q2,LUMA,9,3.79,4.01,4.04
2021Q2,LUMIERE,2,4.13,4.57,5.13
2021Q2,MANDARIN GARDENS,15,2.16,2.41,2.77
2021Q2,MAPLE WOODS,21,2.64,2.82,3.01
2021Q2,MARINA BAY RESIDENCES,1,5.39,5.65,6.06
2021Q2,MARINA BAY SUITES,1,4.03,4.29,4.5
2021Q2,MARINA COLLECTION,4,3.39,3.48,3.56
2021Q2,MARINA ONE RESIDENCES,1,4.86,5.04,5.51
2021Q2,MARTIN PLACE RESIDENCES,9,4.65,5.2,5.38
2021Q2,MAYSPRINGS,23,2.13,2.3,2.54
2021Q2,MEADOWS @ PEIRCE,26,2.33,2.48,2.99
2021Q2,MELROSE PARK,10,3.49,3.57,3.68
2021Q2,MELVILLE PARK,18,2.2,2.42,2.53
2021Q2,MERAPRIME,3,4.19,4.65,4.92
2021Q2,MERAWOODS,23,1.86,2.06,2.28
2021Q2,METRO LOFT,14,3.9,4.2,4.39
2021Q2,MI CASA,23,2.16,2.32,2.42
2021Q2,MIDTOWN RESIDENCES,19,3.68,3.87,4.22
2021Q2,MILL POINT,10,4.15,4.24,4.74
2021Q2,MIRAGE TOWER,9,3.01,3.2,4.03
2021Q2,MODENA,18,2.3,2.52,2.72
2021Q2,MY MANHATTAN,18,3.14,3.43,4.06
2021Q2,NATHAN RESIDENCES,10,4.22,4.22,4.39
2021Q2,NATURA@HILLVIEW,23,3.39,3.53,3.88
2021Q2,NEEM TREE,12,4.65,4.73,5.03
2021Q2,NEPTUNE COURT,15,1.87,2.02,2.2
2021Q2,NEWEST,5,3.56,3.86,4.03
2021Q2,NEWTON EDGE,9,3.55,4.16,4.65
2021Q2,NEWTON GEMS,11,3.51,3.66,3.84
2021Q2,NEWTON SUITES,11,4.33,4.65,4.77
2021Q2,NIN RESIDENCE,13,3.1,3.35,4.17
2021Q2,NINE RESIDENCES,27,2.91,3.13,3.62
2021Q2,NINETEEN SHELFORD ROAD,11,3.14,3.29,3.48
2021Q2,NORTH PARK RESIDENCES,27,3.54,3.95,4.19
2021Q2,NORTHVALE,23,2.02,2.13,2.39
2021Q2,NOTTINGHILL SUITES,21,3.89,4.27,4.39
2021Q2,NOVENA SUITES,11,3.56,3.73,4.29
2021Q2,NV RESIDENCES,18,2.39,2.54,2.83
2021Q2,OASIS @ ELIAS,18,2.28,2.45,2.74
2021Q2,OCEAN PARK,15,2.32,2.49,2.55
2021Q2,OKIO,12,4.19,4.53,4.7
2021Q2,OLEANDER TOWERS,12,2.8,2.96,3.16
2021Q2,ONE AMBER,15,3.17,3.38,3.65
2021Q2,ONE DEVONSHIRE,9,5.12,5.63,6.2
2021Q2,ONE DUSUN RESIDENCES,12,3.75,4.17,4.34
2021Q2,ONE JERVOIS,10,3.71,3.87,4.06
2021Q2,ONE LEICESTER,13,2.93,2.97,3.07
2021Q2,ONE OXLEY RISE,9,3.75,3.98,4.15
2021Q2,ONE SHENTON,1,4.06,4.53,5.25
2021Q2,ONE ST MICHAEL'S,12,2.78,2.83,2.92
2021Q2,ONE-NORTH RESIDENCES,5,3.75,4.17,4.48
2021Q2,OPTIMA @ TANAH MERAH,16,3.06,3.17,3.75
2021Q2,ORCHARD SCOTTS,9,3.96,4.32,4.94
2021Q2,ORCHID PARK CONDOMINIUM,27,2.07,2.19,2.41
2021Q2,OUE TWIN PEAKS,9,5.6,5.89,6.38
2021Q2,OXLEY EDGE,9,5.13,5.48,5.96
2021Q2,PALM GARDENS,23,1.92,2.05,2.18
2021Q2,PALM ISLES,17,2.63,2.93,3.36
2021Q2,PANDAN VALLEY,21,1.83,1.96,2.18
2021Q2,PARC BLEU,15,3.73,3.94,4.01
2021Q2,PARC CENTROS,19,2.7,3.01,3.34
2021Q2,PARC EMILY,9,3.81,4.2,4.65
2021Q2,PARC IMPERIAL,5,4.81,5.02,5.46
2021Q2,PARC OASIS,22,2.28,2.4,2.54
2021Q2,PARC OLYMPIA,17,2.58,2.82,3.13
2021Q2,PARC PALAIS,21,1.98,2.06,2.48
2021Q2,PARC RIVIERA,5,3.38,3.8,4.38
2021Q2,PARC ROSEWOOD,25,3.48,3.61,3.95
2021Q2,PARC SOPHIA,9,3.9,4.05,4.55
2021Q2,PARC VERA,19,2.68,2.81,2.93
2021Q2,PARC VISTA,22,2.21,2.37,2.46
2021Q2,PARK INFINIA AT WEE NAM,11,4.2,4.5,4.88
2021Q2,PARK PLACE RESIDENCES AT PLQ,14,4.85,5.26,5.47
2021Q2,PARK VIEW MANSION,22,1.74,1.95,2.04
2021Q2,PARKSHORE,15,2.33,2.83,2.9
2021Q2,PARKVIEW APARTMENTS,23,2.14,2.35,2.56
2021Q2,PARVIS,10,3.7,3.92,4.24
2021Q2,PASTORAL VIEW,11,3.44,3.9,4.24
2021Q2,PATERSON RESIDENCE,9,4.04,4.19,4.46
2021Q2,PATERSON SUITES,9,3.83,4.14,4.31
2021Q2,PAVILION 11,11,3.25,3.37,3.44
2021Q2,PAVILION SQUARE,14,4.33,4.52,4.77
2021Q2,PEBBLE BAY,15,3.06,3.22,3.34
2021Q2,PEOPLE'S PARK COMPLEX,1,2.58,3.43,4.12
2021Q2,PINEWOOD GARDENS,10,2.38,2.58,2.75
2021Q2,POLLEN & BLEU,10,3.64,4.31,4.48
2021Q2,PRESTIGE HEIGHTS,12,4.65,5.09,5.36
2021Q2,PRINCIPAL GARDEN,3,4.58,4.84,5.26
2021Q2,PRISTINE HEIGHTS,8,3.2,3.53,3.69
2021Q2,Q BAY RESIDENCES,18,2.49,2.84,3.22
2021Q2,QUEENS,3,3.18,3.38,3.74
2021Q2,QUEENS PEAK,3,4.77,5.34,5.67
2021Q2,QUESTA @ DUNMAN,15,3.44,3.53,3.82
2021Q2,REFLECTIONS AT KEPPEL BAY,4,4.01,4.19,4.52
2021Q2,REGENCY PARK,10,2.69,2.99,3.2
2021Q2,REGENCY SUITES,3,4.03,4.12,4.39
2021Q2,REGENT GROVE,23,2.08,2.19,2.38
2021Q2,REGENT HEIGHTS,23,2.05,2.15,2.37
2021Q2,REGENT PARK,5,2.65,2.88,2.97
2021Q2,REGENT RESIDENCES,12,3.12,3.28,3.63
2021Q2,REGENTVILLE,19,2.16,2.3,2.51
2021Q2,RESIDENCES @ EVELYN,11,3.68,3.9,4.2
2021Q2,RICHMOND PARK,9,3.49,3.95,4.05
2021Q2,RIDGEWOOD,10,2.01,2.29,2.41
2021Q2,RIO VISTA,19,2.04,2.18,2.35
2021Q2,RIPPLE BAY,18,2.6,2.95,3.33
2021Q2,RIVER ISLES,19,2.16,2.46,2.65
2021Q2,RIVER PLACE,3,3.67,3.77,3.98
2021Q2,RIVERBANK @ FERNVALE,28,2.89,2.96,3.74
2021Q2,RIVERGATE,9,4.36,4.79,5.08
2021Q2,RIVERSAILS,19,2.47,2.61,3.03
2021Q2,RIVERSIDE 48,9,3.73,3.84,4.1
2021Q2,RIVERSOUND RESIDENCE,19,2.65,2.76,2.79
2021Q2,RIVERTREES RESIDENCES,28,2.98,3.22,3.42
2021Q2,RIVERVALE CREST,19,2.05,2.18,2.3
2021Q2,RIVERWALK APARTMENTS,1,3.12,3.27,3.63
2021Q2,ROBERTSON 100,9,3.97,4.25,4.36
2021Q2,ROBERTSON EDGE,9,5.34,5.49,5.95
2021Q2,ROBIN RESIDENCES,10,4.93,5.11,5.43
2021Q2,ROBIN SUITES,10,5.12,5.3,5.79
2021Q2,ROBINSON SUITES,1,5.22,5.42,5.93
2021Q2,ROSEWOOD,25,2.06,2.13,2.23
2021Q2,ROSEWOOD SUITES,25,1.75,1.94,2.25
2021Q2,RV EDGE,10,4.69,5.05,5.78
2021Q2,RV RESIDENCES,10,4.53,4.87,5.64
2021Q2,RV SUITES,10,4.29,4.96,5.16
2021Q2,SAM KIANG MANSIONS,9,2.57,2.74,2.88
2021Q2,SANCTUARY GREEN,15,2.95,3.18,3.4
2021Q2,SANT RITZ,13,3.81,4.11,4.36
2021Q2,SAVANNAH CONDOPARK,18,2.18,2.26,2.34
2021Q2,SCOTTS 28,9,3.45,3.55,3.69
2021Q2,SCOTTS SQUARE,9,6.06,6.41,6.89
2021Q2,SEA ESTA,18,2.4,2.69,2.78
2021Q2,SEAHILL,5,3.62,3.91,4.4
2021Q2,SEASCAPE,4,3.9,4.14,4.23
2021Q2,SEASIDE RESIDENCES,15,4.55,4.78,5.09
2021Q2,SEASONS PARK,26,1.98,2.17,2.26
2021Q2,SEASTRAND,18,2.49,2.78,3.04
2021Q2,SELETAR PARK RESIDENCE,28,2.72,3.14,3.37
2021Q2,SELETARIS,27,1.75,1.99,2.09
2021Q2,SENNETT RESIDENCE,13,3.55,3.8,4.18
2021Q2,SERENITY PARK,28,1.84,2.05,2.2
2021Q2,SEVENTY SAINT PATRICK'S,15,3.41,3.56,3.71
2021Q2,SHELFORD REGENCY,11,2.43,2.61,2.68
2021Q2,SHERWOOD TOWER,21,1.78,2.16,2.39
2021Q2,SIGLAP V,15,3.01,3.58,3.87
2021Q2,SIGNATURE PARK,21,2.07,2.2,2.32
2021Q2,SILVERSEA,15,3.95,4.23,4.41
2021Q2,SIMS EDGE,14,4.1,4.16,4.37
2021Q2,SIMS URBAN OASIS,14,4.05,4.34,4.75
2021Q2,SIMSVILLE,14,2.67,2.76,2.86
2021Q2,SKIES MILTONIA,27,2.43,2.87,3.22
2021Q2,SKY GREEN,13,3.4,3.85,4.43
2021Q2,SKY HABITAT,20,3.44,3.64,3.91
2021Q2,SKY VUE,20,3.98,4.3,4.75
2021Q2,SKYLINE RESIDENCES,4,4.06,4.28,5.1
2021Q2,SKYSUITES@ANSON,2,5.91,6.28,6.85
2021Q2,SMART SUITES,14,3.48,3.87,4.28
2021Q2,SOLEIL @ SINARAN,11,4.49,4.91,5.34
2021Q2,SOMMERVILLE PARK,10,2.71,2.93,3.38
2021Q2,SOPHIA HILLS,9,4.52,4.91,5.13
2021Q2,SOPHIA RESIDENCE,9,3.56,4.0,4.51
2021Q2,SOUTHAVEN II,21,2.08,2.27,2.28
2021Q2,SOUTHBANK,7,4.02,4.18,4.48
2021Q2,SPACE @ KOVAN,19,3.5,3.65,4.28
2021Q2,SPANISH VILLAGE,10,2.07,2.31,2.53
2021Q2,SPOTTISWOODE 18,2,4.97,5.68,5.94
2021Q2,SPOTTISWOODE PARK,2,2.28,2.65,2.9
2021Q2,SPOTTISWOODE RESIDENCES,2,4.32,4.52,4.8
2021Q2,SPOTTISWOODE SUITES,2,5.19,5.57,5.67
2021Q2,SPRING GROVE,10,3.09,3.26,3.49
2021Q2,SPRINGDALE CONDOMINIUM,21,2.26,2.39,2.53
2021Q2,ST MARTIN RESIDENCE,10,3.45,4.04,4.98
2021Q2,ST REGIS RESIDENCES SINGAPORE,10,3.9,4.12,4.65
2021Q2,ST THOMAS SUITES,9,4.04,4.25,4.46
2021Q2,STARLIGHT SUITES,9,3.22,3.87,4.63
2021Q2,STARS OF KOVAN,19,3.99,4.2,4.48
2021Q2,STARVILLE,14,2.26,2.46,3.36
2021Q2,STELLAR RV,10,3.93,4.51,4.65
2021Q2,STRATA,11,3.35,3.63,3.87
2021Q2,STRATUM,18,2.72,3.29,3.73
2021Q2,STURDEE RESIDENCES,8,4.77,5.25,5.66
2021Q2,SUITES @ EASTCOAST,15,3.35,4.45,4.78
2021Q2,SUITES @ GUILLEMARD,15,3.64,4.39,4.77
2021Q2,SUITES @ NEWTON,11,4.47,4.6,4.65
2021Q2,SUITES @ PAYA LEBAR,19,4.4,4.65,4.78
2021Q2,SUITES AT ORCHARD,9,4.51,5.2,5.97
2021Q2,SUMMERHILL,21,2.24,2.34,2.5
2021Q2,SUNGLADE,19,2.66,2.85,3.2
2021Q2,SUNHAVEN,16,2.02,2.16,2.32
2021Q2,SUNSHINE PLAZA,7,3.57,3.83,3.93
2021Q2,SYMPHONY HEIGHTS,21,2.27,2.43,2.51
2021Q2,SYMPHONY SUITES,27,2.9,2.96,3.19
2021Q2,TANGLIN PARK,10,3.11,3.37,3.53
2021Q2,TANGLIN REGENCY,10,3.27,3.47,3.82
2021Q2,TANGLIN VIEW,3,3.07,3.2,3.44
2021Q2,TANJONG RIA CONDOMINIUM,15,2.34,2.61,2.83
2021Q2,TERESA VILLE,4,1.85,2.05,2.18
2021Q2,TERRASSE,19,2.66,2.89,3.03
2021Q2,TERRENE AT BUKIT TIMAH,21,2.73,2.98,3.51
2021Q2,TEXTILE CENTRE,7,2.83,3.06,3.17
2021Q2,THE ALPS RESIDENCES,18,3.46,3.89,4.13
2021Q2,THE ANCHORAGE,3,2.57,2.69,2.86
2021Q2,THE ARRIS,2,4.43,4.47,4.74
2021Q2,THE ARTE,12,2.73,2.83,2.89
2021Q2,THE ATRIA AT MEYER,15,2.49,2.72,2.99
2021Q2,THE BAYRON,9,3.92,4.75,4.97
2021Q2,THE BAYSHORE,16,2.45,2.56,2.7
2021Q2,THE BELVEDERE,15,2.93,3.26,3.36
2021Q2,THE BENCOOLEN,7,3.51,3.72,4.0
